Date,Série,Exercice,Performance,Variante,Élastique,Tension,Forme,Temps Pondéré,Catégorie,Unité
28/11/2025,Serie 1,Tuck planche raises,5,Half_Lay,Bleu,Ecarté,Normal,51.09,Force isométrique,Secondes
28/11/2025,Serie 1,Pompe,15,,,,,,Force,Répétitions
28/11/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
28/11/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
28/11/2025,Serie 2,Planche / pike lean,18,Half_Lay,Bleu,Ecarté,Normal,183.92,Force isométrique,Secondes
28/11/2025,Serie 2,Tuck planche raises,6,Half_Lay,Bleu,Ecarté,Normal,61.31,Force isométrique,Secondes
28/11/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),20,,,,,,Gainage,Secondes
28/11/2025,Serie 3,Planche / pike lean,7,Half_Lay,Bleu,Ecarté,Normal,71.52,Force isométrique,Secondes
28/11/2025,Serie 3,Tuck planche raises,7,Half_Lay,Bleu,Ecarté,Normal,71.52,Force isométrique,Secondes
28/11/2025,Serie 4,Tuck planche raises,4,Half_Lay,Bleu,Ecarté,Normal,40.87,Force isométrique,Secondes
30/11/2025,Serie 1,Planche / pike lean,12,Half_Lay,Jaune,High,Normal,109.18,Force isométrique,Secondes
30/11/2025,Serie 1,Tuck planche raises,8,Half_Lay,Jaune,High,Normal,72.79,Force isométrique,Secondes
30/11/2025,Serie 1,Pompe,25,,,,,,Force,Répétitions
30/11/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
30/11/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
30/11/2025,Serie 1,Dips/triceps,12,,,,,,Force,Répétitions
30/11/2025,Serie 2,Planche / pike lean,13,Half_Lay,Jaune,High,Normal,118.28,Force isométrique,Secondes
30/11/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
30/11/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
30/11/2025,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
30/11/2025,Serie 3,Planche / pike lean,10,Half_Lay,Jaune,High,Normal,90.98,Force isométrique,Secondes
30/11/2025,Serie 3,Traction bleu,10,,,,,,Force,Répétitions
30/11/2025,Serie 4,Planche / pike lean,4,Half_Lay,Jaune,High,Normal,36.39,Force isométrique,Secondes
30/11/2025,Serie 5,Planche / pike lean,10,Half_Lay,Jaune,High,Normal,90.98,Force isométrique,Secondes
02/12/2025,Serie 1,Planche / pike lean,11,Full,Jaune,Ecarté,Normal,103.11,Force isométrique,Secondes
02/12/2025,Serie 1,Tuck planche raises,4,Full,Jaune,Ecarté,Normal,37.49,Force isométrique,Secondes
02/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
02/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
02/12/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
02/12/2025,Serie 1,Dips/triceps,10,,,,,,Force,Répétitions
02/12/2025,Serie 2,Planche / pike lean,10,Full,Jaune,Ecarté,Normal,93.73,Force isométrique,Secondes
02/12/2025,Serie 2,Pompe,25,,,,,,Force,Répétitions
02/12/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
02/12/2025,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
02/12/2025,Serie 2,Dips/triceps,10,,,,,,Force,Répétitions
02/12/2025,Serie 3,Planche / pike lean,11,Full,Jaune,Ecarté,Normal,103.11,Force isométrique,Secondes
02/12/2025,Serie 3,Dips/triceps,12,,,,,,Force,Répétitions
02/12/2025,Serie 4,Dips/triceps,8,,,,,,Force,Répétitions
04/12/2025,Serie 1,Planche / pike lean,11,Half_Lay,Bleu,Serré,Normal,122.62,Force isométrique,Secondes
04/12/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
04/12/2025,Serie 1,Dips/triceps,12,,,,,,Force,Répétitions
04/12/2025,Serie 2,Planche / pike lean,10,Half_Lay,Bleu,Serré,Normal,111.48,Force isométrique,Secondes
04/12/2025,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
04/12/2025,Serie 2,Dips/triceps,15,,,,,,Force,Répétitions
04/12/2025,Serie 3,Planche / pike lean,12,Half_Lay,Bleu,Ecarté,Normal,122.61,Force isométrique,Secondes
04/12/2025,Serie 4,Planche / pike lean,12,Half_Lay,Bleu,Ecarté,Normal,122.61,Force isométrique,Secondes
04/12/2025,Serie 5,Planche / pike lean,12,Half_Lay,Bleu,Ecarté,Normal,122.61,Force isométrique,Secondes
05/12/2025,Serie 1,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
05/12/2025,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
05/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
05/12/2025,Serie 1,Dips/triceps,10,,,,,,Force,Répétitions
05/12/2025,Serie 2,Planche / pike lean,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
05/12/2025,Serie 2,Tuck planche raises,3,Half_Lay,Rien,N/A (Sans élastique),Normal,40.63,Force isométrique,Secondes
05/12/2025,Serie 3,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
05/12/2025,Serie 3,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
05/12/2025,Serie 4,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
07/12/2025,Serie 1,Planche / pike lean,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
07/12/2025,Serie 1,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
07/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
07/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
07/12/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
07/12/2025,Serie 2,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
07/12/2025,Serie 2,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
07/12/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
07/12/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
07/12/2025,Serie 2,Traction bleu,5,,,,,,Force,Répétitions
07/12/2025,Serie 3,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
07/12/2025,Serie 4,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
10/12/2025,Serie 1,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
10/12/2025,Serie 1,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
10/12/2025,Serie 1,Pompe,20,,,,,,Force,Répétitions
10/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
10/12/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
10/12/2025,Serie 1,Dips/triceps,20,,,,,,Force,Répétitions
10/12/2025,Serie 2,Planche / pike lean,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
10/12/2025,Serie 2,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
10/12/2025,Serie 2,Pompe,20,,,,,,Force,Répétitions
10/12/2025,Serie 3,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
10/12/2025,Serie 3,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
10/12/2025,Serie 4,Planche / pike lean,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
12/12/2025,Serie 1,Planche / pike lean,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
12/12/2025,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
12/12/2025,Serie 1,Pompe,20,,,,,,Force,Répétitions
12/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
12/12/2025,Serie 2,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
12/12/2025,Serie 2,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
12/12/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
12/12/2025,Serie 3,Planche / pike lean,14,Half_Lay,Rien,N/A (Sans élastique),Normal,189.62,Force isométrique,Secondes
12/12/2025,Serie 3,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
12/12/2025,Serie 4,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
13/12/2025,Serie 1,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
13/12/2025,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
13/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
13/12/2025,Serie 1,Traction bleu,17,,,,,,Force,Répétitions
13/12/2025,Serie 1,Dips/triceps,30,,,,,,Force,Répétitions
13/12/2025,Serie 2,Planche / pike lean,18,Half_Lay,Rien,N/A (Sans élastique),Normal,243.80,Force isométrique,Secondes
13/12/2025,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
13/12/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
13/12/2025,Serie 2,Traction bleu,16,,,,,,Force,Répétitions
13/12/2025,Serie 2,Dips/triceps,20,,,,,,Force,Répétitions
13/12/2025,Serie 3,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
13/12/2025,Serie 3,Traction bleu,15,,,,,,Force,Répétitions
14/12/2025,Serie 1,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
14/12/2025,Serie 1,Tuck planche raises,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
14/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
14/12/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
14/12/2025,Serie 1,Dips/triceps,15,,,,,,Force,Répétitions
14/12/2025,Serie 2,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
14/12/2025,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
14/12/2025,Serie 2,Pompe,20,,,,,,Force,Répétitions
14/12/2025,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
14/12/2025,Serie 2,Dips/triceps,30,,,,,,Force,Répétitions
14/12/2025,Serie 3,Tuck planche raises,8,Half_Lay,Rien,N/A (Sans élastique),Normal,108.36,Force isométrique,Secondes
15/12/2025,Serie 1,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
15/12/2025,Serie 1,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
15/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
15/12/2025,Serie 1,Dips/triceps,25,,,,,,Force,Répétitions
15/12/2025,Serie 2,Planche / pike lean,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
15/12/2025,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
15/12/2025,Serie 3,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
15/12/2025,Serie 3,Tuck planche raises,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
18/12/2025,Serie 1,Planche / pike lean,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
18/12/2025,Serie 1,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
18/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
18/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
18/12/2025,Serie 2,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
18/12/2025,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
18/12/2025,Serie 3,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
18/12/2025,Serie 3,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
18/12/2025,Serie 4,Planche / pike lean,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
18/12/2025,Serie 5,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
22/12/2025,Serie 1,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
22/12/2025,Serie 1,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
22/12/2025,Serie 1,Pompe,20,,,,,,Force,Répétitions
22/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
22/12/2025,Serie 2,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
22/12/2025,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
22/12/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
22/12/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
22/12/2025,Serie 3,Planche / pike lean,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
22/12/2025,Serie 3,Tuck planche raises,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
22/12/2025,Serie 4,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
22/12/2025,Serie 4,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
22/12/2025,Serie 5,Tuck planche raises,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
23/12/2025,Serie 1,Planche / pike lean,20,Half_Lay,Rien,N/A (Sans élastique),Normal,270.89,Force isométrique,Secondes
23/12/2025,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
23/12/2025,Serie 1,Pompe,30,,,,,,Force,Répétitions
23/12/2025,Serie 1,Traction bleu,20,,,,,,Force,Répétitions
23/12/2025,Serie 2,Planche / pike lean,14,Half_Lay,Rien,N/A (Sans élastique),Normal,189.62,Force isométrique,Secondes
23/12/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
23/12/2025,Serie 3,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
25/12/2025,Serie 1,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
25/12/2025,Serie 1,Tuck planche raises,6,Half_Lay,Rien,N/A (Sans élastique),Normal,81.27,Force isométrique,Secondes
25/12/2025,Serie 1,Pompe,20,,,,,,Force,Répétitions
25/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
25/12/2025,Serie 2,Planche / pike lean,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
25/12/2025,Serie 2,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
25/12/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
25/12/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
25/12/2025,Serie 3,Planche / pike lean,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
25/12/2025,Serie 3,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
25/12/2025,Serie 4,Planche / pike lean,17,Half_Lay,Rien,N/A (Sans élastique),Normal,230.26,Force isométrique,Secondes
25/12/2025,Serie 4,Tuck planche raises,15,Half_Lay,Rien,N/A (Sans élastique),Normal,203.17,Force isométrique,Secondes
25/12/2025,Serie 5,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
27/12/2025,Serie 1,Planche / pike lean,19,Half_Lay,Rouge/Violet,High,Normal,143.76,Force isométrique,Secondes
27/12/2025,Serie 1,Tuck planche raises,10,Half_Lay,Rouge/Violet,High,Normal,75.67,Force isométrique,Secondes
27/12/2025,Serie 1,Pompe,35,,,,,,Force,Répétitions
27/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
27/12/2025,Serie 1,Traction bleu,15,,,,,,Force,Répétitions
27/12/2025,Serie 2,Planche / pike lean,16,Half_Lay,Rouge/Violet,High,Normal,121.06,Force isométrique,Secondes
27/12/2025,Serie 2,Tuck planche raises,11,Half_Lay,Rouge/Violet,High,Normal,83.23,Force isométrique,Secondes
27/12/2025,Serie 2,Pompe,35,,,,,,Force,Répétitions
27/12/2025,Serie 2,Traction bleu,15,,,,,,Force,Répétitions
27/12/2025,Serie 3,Planche / pike lean,20,Half_Lay,Rouge/Violet,High,Normal,151.33,Force isométrique,Secondes
27/12/2025,Serie 3,Tuck planche raises,10,Half_Lay,Rouge/Violet,High,Normal,75.67,Force isométrique,Secondes
27/12/2025,Serie 3,Traction bleu,10,,,,,,Force,Répétitions
27/12/2025,Serie 4,Planche / pike lean,17,Half_Lay,Rouge/Violet,High,Normal,128.63,Force isométrique,Secondes
27/12/2025,Serie 4,Tuck planche raises,11,Half_Lay,Rouge/Violet,High,Normal,83.23,Force isométrique,Secondes
27/12/2025,Serie 5,Planche / pike lean,21,Half_Lay,Rouge/Violet,High,Normal,158.90,Force isométrique,Secondes
28/12/2025,Serie 1,Planche / pike lean,12,Half_Lay,Bleu,High,Normal,129.25,Force isométrique,Secondes
28/12/2025,Serie 1,Tuck planche raises,8,Half_Lay,Bleu,High,Normal,86.17,Force isométrique,Secondes
28/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
28/12/2025,Serie 1,Dips/triceps,40,,,,,,Force,Répétitions
28/12/2025,Serie 2,Planche / pike lean,16,Half_Lay,Bleu,High,Normal,172.33,Force isométrique,Secondes
28/12/2025,Serie 2,Tuck planche raises,11,Half_Lay,Bleu,High,Normal,118.48,Force isométrique,Secondes
28/12/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
28/12/2025,Serie 2,Dips/triceps,35,,,,,,Force,Répétitions
28/12/2025,Serie 3,Planche / pike lean,17,Half_Lay,Bleu,High,Normal,183.11,Force isométrique,Secondes
28/12/2025,Serie 3,Tuck planche raises,15,Half_Lay,Bleu,High,Normal,161.56,Force isométrique,Secondes
28/12/2025,Serie 3,Abdos ( dragon press bicyclette ou hold),20,,,,,,Gainage,Secondes
28/12/2025,Serie 3,Dips/triceps,30,,,,,,Force,Répétitions
28/12/2025,Serie 4,Planche / pike lean,16,Half_Lay,Bleu,High,Normal,172.33,Force isométrique,Secondes
28/12/2025,Serie 5,Planche / pike lean,14,Half_Lay,Bleu,High,Normal,150.79,Force isométrique,Secondes
30/12/2025,Serie 1,Planche / pike lean,18,Half_Lay,Bleu,High,Normal,193.88,Force isométrique,Secondes
30/12/2025,Serie 1,Tuck planche raises,15,Half_Lay,Bleu,High,Normal,161.56,Force isométrique,Secondes
30/12/2025,Serie 1,Pompe,40,,,,,,Force,Répétitions
30/12/2025,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
30/12/2025,Serie 2,Planche / pike lean,15,Half_Lay,Bleu,High,Normal,161.56,Force isométrique,Secondes
30/12/2025,Serie 2,Tuck planche raises,10,Half_Lay,Bleu,High,Normal,107.71,Force isométrique,Secondes
30/12/2025,Serie 2,Pompe,30,,,,,,Force,Répétitions
30/12/2025,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
30/12/2025,Serie 3,Planche / pike lean,15,Half_Lay,Bleu,High,Normal,161.56,Force isométrique,Secondes
30/12/2025,Serie 3,Tuck planche raises,10,Half_Lay,Bleu,High,Normal,107.71,Force isométrique,Secondes
30/12/2025,Serie 4,Planche / pike lean,14,Half_Lay,Bleu,High,Normal,150.79,Force isométrique,Secondes
30/12/2025,Serie 4,Tuck planche raises,10,Half_Lay,Bleu,High,Normal,107.71,Force isométrique,Secondes
01/01/2026,Serie 1,Planche / pike lean,22,Half_Lay,Bleu,High,Normal,236.96,Force isométrique,Secondes
01/01/2026,Serie 1,Tuck planche raises,12,Half_Lay,Bleu,High,Normal,129.25,Force isométrique,Secondes
01/01/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
01/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
01/01/2026,Serie 1,Traction bleu,20,,,,,,Force,Répétitions
01/01/2026,Serie 2,Planche / pike lean,12,Half_Lay,Bleu,High,Normal,129.25,Force isométrique,Secondes
01/01/2026,Serie 2,Tuck planche raises,16,Half_Lay,Bleu,High,Normal,172.33,Force isométrique,Secondes
01/01/2026,Serie 2,Pompe,30,,,,,,Force,Répétitions
01/01/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),40,,,,,,Gainage,Secondes
01/01/2026,Serie 2,Traction bleu,10,,,,,,Force,Répétitions
01/01/2026,Serie 3,Planche / pike lean,19,Half_Lay,Bleu,High,Normal,204.65,Force isométrique,Secondes
01/01/2026,Serie 3,Tuck planche raises,12,Half_Lay,Bleu,High,Normal,129.25,Force isométrique,Secondes
01/01/2026,Serie 4,Planche / pike lean,15,Half_Lay,Bleu,High,Normal,161.56,Force isométrique,Secondes
01/01/2026,Serie 4,Tuck planche raises,13,Half_Lay,Bleu,High,Normal,140.02,Force isométrique,Secondes
01/01/2026,Serie 5,Planche / pike lean,9,Half_Lay,Bleu,High,Normal,96.94,Force isométrique,Secondes
02/01/2026,Serie 1,Planche / pike lean,14,Half_Lay,Rien,N/A (Sans élastique),Normal,189.62,Force isométrique,Secondes
02/01/2026,Serie 1,Tuck planche raises,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
02/01/2026,Serie 1,Pompe,35,,,,,,Force,Répétitions
02/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
02/01/2026,Serie 1,Dips/triceps,30,,,,,,Force,Répétitions
02/01/2026,Serie 2,Planche / pike lean,18,Half_Lay,Rien,N/A (Sans élastique),Normal,243.80,Force isométrique,Secondes
02/01/2026,Serie 2,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
02/01/2026,Serie 2,Pompe,40,,,,,,Force,Répétitions
02/01/2026,Serie 3,Planche / pike lean,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
10/01/2026,Serie 1,Planche / pike lean,19,Half_Lay,Rien,N/A (Sans élastique),Normal,257.35,Force isométrique,Secondes
10/01/2026,Serie 1,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
10/01/2026,Serie 1,Pompe,40,,,,,,Force,Répétitions
10/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
10/01/2026,Serie 2,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
10/01/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
10/01/2026,Serie 3,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
13/01/2026,Serie 1,Tuck planche raises,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
13/01/2026,Serie 1,Pompe,30,,,,,,Force,Répétitions
13/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
13/01/2026,Serie 2,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
13/01/2026,Serie 2,Pompe,30,,,,,,Force,Répétitions
13/01/2026,Serie 3,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
14/01/2026,Serie 1,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
14/01/2026,Serie 1,Pompe,35,,,,,,Force,Répétitions
14/01/2026,Serie 2,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
16/01/2026,Serie 1,Planche / pike lean,12,Half_Lay,Rien,N/A (Sans élastique),Normal,162.53,Force isométrique,Secondes
16/01/2026,Serie 1,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
16/01/2026,Serie 2,Planche / pike lean,16,Half_Lay,Rien,N/A (Sans élastique),Normal,216.71,Force isométrique,Secondes
16/01/2026,Serie 2,Tuck planche raises,7,Half_Lay,Rien,N/A (Sans élastique),Normal,94.81,Force isométrique,Secondes
16/01/2026,Serie 3,Tuck planche raises,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
16/01/2026,Serie 1,Planche / pike lean,10,Half_Lay,Rien,N/A (Sans élastique),Normal,135.44,Force isométrique,Secondes
16/01/2026,Serie 1,Tuck planche raises,13,Half_Lay,Rien,N/A (Sans élastique),Normal,176.08,Force isométrique,Secondes
16/01/2026,Serie 1,Pompe,15,,,,,,Force,Répétitions
16/01/2026,Serie 1,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
16/01/2026,Serie 2,Planche / pike lean,11,Half_Lay,Rien,N/A (Sans élastique),Normal,148.99,Force isométrique,Secondes
16/01/2026,Serie 2,Abdos ( dragon press bicyclette ou hold),30,,,,,,Gainage,Secondes
16/01/2026,Serie 3,Planche / pike lean,9,Half_Lay,Rien,N/A (Sans élastique),Normal,121.90,Force isométrique,Secondes
16/01/2026,Serie 4,Planche / pike lean,14,Half_Lay,Rien,N/A (Sans élastique),Normal,189.62,Force isométrique,Secondes
18/01/2026,Serie 1,Planche / pike lean,5,Half_Lay,Rien,N/A (Sans élastique),Normal,67.72,Force isométrique,Secondes
